client_id,client_nino,adviser_id,fee_date,fee_amount
3ZYeKbWRqbZ4H3uY8L4o7EGFke9CROSAnwTrjv6jPBE=,KL619030A,3,2025-08-01,12.37
TmWIdHA0KI6NkCdlTnGkmRijqtJgdEN47s0a/P3dPVg=,BB749925A,3,2025-08-01,90.32
Ep4H4BJrKqkEf2y6yV2H8lCi+fA6nz446JLVdWXd40E=,KZ452357B,3,2025-08-01,36.9
t/Yc4EJcB6X+hlqnwKy8AXwrkz+HcXvtsroagBQoeeY=,LZ051145B,3,2025-08-01,13.85
3ZYeKbWRqbZ4H3uY8L4o7EGFke9CROSAnwTrjv6jPBE=,KL619030A,3,2025-08-01,0.09
MXjXQVdHVrKEHr4ml9k5eZf0EVnjHTCikANBTPVWTSc=,AE916823B,3,2025-08-01,6.58
9FPFjwKrljP5tOIeRo3y94cAx0hhjkQ3p4Vr1URMlio=,GB691816D,3,2025-08-01,1.71
/EC1U1vNixqRwAQbi+dfbkcyVWfAPgz+B8i6uGWq84U=,CL192787D,3,2025-08-01,19.18
V2J+Hmu2iYTKS3Fu0NiZSDEcye72g84PfLw4xmDv07M=,GG961268A,2,2025-08-01,6.3
Yaz6izDoGEo4+hbQBo068hIoyTR5yfeqR8ZM+C/L1P8=,HL868949A,5,2025-08-01,0.3
KJLRpvGGln5my2Gal2WE2RHAuFvkNDL8WUFiH9TLeP8=,LX415293B,5,2025-08-01,8.78
wMmuYlZvbqYxGrBLzcU3g8rctbYXNYbaSgaLMMRwiow=,MB911542D,5,2025-08-01,1.13
8aJvVOHy9HvyH75wnojpJrgMWVyJs7eCVOs5Dzp29nU=,MT893865C,5,2025-08-01,17.43
aW4CNDdwr+BMEh7og2OzBTRhtR5ji9HHdMJsPhzfLVI=,KN774082C,2,2025-08-01,4.9
SykQRUf74znCgbzMfSEhMZmMm74lsClGyZYi4VkmMg0=,LM229164D,2,2025-08-01,14.5
TuMPcvnV8Ysd0v1W5Zu7pAfef0n5WBxr9uv+Q3aHc3g=,LA374416B,2,2025-08-01,5.36
2bgSDDIoE5r90wy3Inple08tquOgLKD2yR2WEX5fjWE=,LJ670087A,2,2025-08-01,2.17
khfBXdEykQEzK093Gam0HZYSW9D+Hih3M3avRW68cI4=,JS620981C,2,2025-08-01,17.52
a3TWyqAHkt64xXIVY1iavcza3FJ+XMmGP7Bur1IiN6U=,GK106568C,2,2025-08-01,0.58
VUpv3nsYkcTVcnX44/TN8Ch+CEwJfeEVkAX+3iVjAAo=,BG838364A,2,2025-08-01,13.45
OJ8pphDThSrFQB89Uq4pZn5XNlLeZCViSUjQtHTS/Xk=,KR615209C,2,2025-08-01,7.56
TuMPcvnV8Ysd0v1W5Zu7pAfef0n5WBxr9uv+Q3aHc3g=,LA374416B,2,2025-08-01,11.58
9AIlkflf7Pgdp6XUlU6NfijlZoxotu40dwc7bF1PVtQ=,KH069386C,2,2025-08-01,6.81
fdFFwNnnQI5qQKZCiTFXtq12h2r3VADIghUzT6Q7/gY=,EZ738777A,2,2025-08-01,4.48
a3TWyqAHkt64xXIVY1iavcza3FJ+XMmGP7Bur1IiN6U=,GK106568C,2,2025-08-01,0.4
9AIlkflf7Pgdp6XUlU6NfijlZoxotu40dwc7bF1PVtQ=,KH069386C,2,2025-08-01,1.55
Ore+lTrkmT17z02q61R1vUrH2KBWkZDa2Rw1+2cbhZ8=,HR789705C,2,2025-08-01,60.25
TuMPcvnV8Ysd0v1W5Zu7pAfef0n5WBxr9uv+Q3aHc3g=,LA374416B,2,2025-08-01,6.4
S28gDyTd2mRtlhVY23rPtVl450h4alUHsT/F0FBg7ac=,GZ712998C,4,2025-08-01,2.95
q2xEfQ+iX8wW8jjGx/ry6i9wRtaFfpgCySIY3CRBFEc=,GT735410A,4,2025-08-01,40.89
Z8HGSZGB/u91Lw9V3kleh4Ij/Yhlz6oO4aj6wDECBOk=,GK154931D,4,2025-08-01,0.29
RaQJu8nNdd4xN8S0izcMfGx1x3ndrnCZ2hh3RXVMaUE=,BY441275D,4,2025-08-01,2.75
QJrNKyGJMem1LmSB6zMc0O+zQni0sR3h9f3NGd7N7VY=,GK667358A,4,2025-08-01,1.56
8DChXmn6xJxiPBbLoGtIRreGxe1n8Xhqo4NeXecj4eY=,LL857497A,4,2025-08-01,1.15
RaQJu8nNdd4xN8S0izcMfGx1x3ndrnCZ2hh3RXVMaUE=,BY441275D,4,2025-08-01,5.65
nEun3potZbU6U8gkIhbJYwigKMOxuDc5eUE9jOltzKE=,HH632705D,4,2025-08-01,1.57
Z8HGSZGB/u91Lw9V3kleh4Ij/Yhlz6oO4aj6wDECBOk=,GK154931D,4,2025-08-01,0.45
hHI3DvBV986D3Yh2gt9ZTE0a94rsKT0evPrHHGHwvtU=,BL601202A,5,2025-08-01,5.35
x3TnJr5lLd8ALXdB2GPERnHNZMcWipqaYpWIcxxgK7k=,MR997937C,5,2025-08-01,22.52
YtGqi0nT4n/CIP3yOzIVlqNnmRrk6F4kxz4x8q6kgIs=,ER674300B,5,2025-08-01,10.23
Cw6aa+7RMgRSm0opnFdJ1GS6RMOLGW6GUJlxDdBCnqU=,BH085378D,5,2025-08-01,13.85
Cw6aa+7RMgRSm0opnFdJ1GS6RMOLGW6GUJlxDdBCnqU=,BH085378D,5,2025-08-01,6.35
eEha64XCa6QShY6CaKFBpVpj5iqLAwuZwzi4isvOvS4=,AB595709A,5,2025-08-01,27.93
EY4L6D84TqKAX6MVk19aR3DGME7tvVNR2vvVvpytTZA=,AP257705D,5,2025-08-01,1.33
0bHy4CmY6XkG8JQEdvUPk3D7D7n8cA3vEJg5AWtImug=,BS839264C,3,2025-08-01,0.8
6q8W8z0y8h3gg2GMLG4BubFGlEofdG3iJkAVHz16snc=,JT892656A,4,2025-08-01,23.38
bwi7PbsJsVBCWDy+HyoUplkwrIO4Se1Qh8BL7EDXXLo=,MS393472C,4,2025-08-01,7.71
ifWrSoggjbkEQjcK2wDk6xrliTMfJeTFbMLlGFfSlVA=,GJ087652C,4,2025-08-01,2.67
EHUHoZ/aEoxrUU6oKRQEvdPUPRJ+BjcdciUPeZYHlYM=,GL650599C,1,2025-08-01,6.38
EHUHoZ/aEoxrUU6oKRQEvdPUPRJ+BjcdciUPeZYHlYM=,GL650599C,1,2025-08-01,8.51
+mHditFCZUHWYQia1m3JaqhR+5vNTxuQHdX46/f1i3c=,HL148222B,4,2025-08-01,22.57
R5P8li2p9McDEUpMbgqW0nOTbw9KJH8m/5IIyzj2rag=,CJ097753C,4,2025-08-01,22.7
3j/1hR2QpoQUlMjqjKVOCEzk58fIrFX3tzzKYGDBtrA=,GG401685B,4,2025-08-01,1.21
DJUosD59ant7GLyUwKx7a5jnJtw9OIM9hPj7V6w+iyk=,GC054060C,4,2025-08-01,2.4
EkIIx9Q9CFa2Y7yslfwnQCJDAmmBuQiaHsqFHu2bcto=,HN897628C,4,2025-08-01,13.36
R5P8li2p9McDEUpMbgqW0nOTbw9KJH8m/5IIyzj2rag=,CJ097753C,4,2025-08-01,7.12
eokkSpf6LPVaDPb6VNu2FPekkZn5x8W9oAIX/q+xRIk=,EJ660831A,4,2025-08-01,3.0
k/YhlJU3XP1L7tXi3DpoXU2C6GTALVxh5e3utkmyO2E=,LX854658B,2,2025-08-01,8.81
mH/1TFKh11djhIdjklqRMpHTkWU9Fj/v2yunuXX5w1k=,KC492969D,2,2025-08-01,15.52
AoDVCFvNN84I8Ai84+RxaW8xVd/ohLc5yHZL6/5SQu4=,EG708117A,1,2025-08-01,0.53
bCTCtG2wQUB0p2PZrIpdRq3cz/Mtzh1ehMf72YutzxA=,AY244552C,1,2025-08-01,0.81
lASW0yDD9QPSvL4HRpWyZMDXOwb7X2mEZEbk+7VFBQQ=,LG477343C,1,2025-08-01,1.83
doB4HE9LgeHBoUrxSEZrgud4KEYhVLyvSkr9niT76ww=,HS550101B,1,2025-08-01,1.76
JvXUgoKd3y2a85hmkmgha27smZ21ahxVbZgQYmLdy3U=,EN117767A,2,2025-08-01,4.96
OMnKUO7/3CH9besjR3yFSEnMt2R4FfKQgXBYCWx1NRg=,CX060443B,4,2025-08-01,25.26
F1EKnTXE7BBBXRdJZ9qELwepPVyF5lmWJnzMumCD7ig=,EN766936A,4,2025-08-01,22.66
Afuo5T8Q6ex/AhFASXmG3iQQcsdC2fOIK7B87V0Lx1E=,CB575375D,4,2025-08-01,17.6
JvwvUis+VEl7m8vbCDePrlnkkUvEsfLP6iHeTVEfTN8=,AH004093C,4,2025-08-01,2.37
JvwvUis+VEl7m8vbCDePrlnkkUvEsfLP6iHeTVEfTN8=,AH004093C,4,2025-08-01,13.54
5cWiOY1LdIbW/2Kr3LbC2jdl9APQ49xFiEjNMPz0Bdc=,KC118842C,2,2025-08-01,5.55
5cWiOY1LdIbW/2Kr3LbC2jdl9APQ49xFiEjNMPz0Bdc=,KC118842C,2,2025-08-01,1.49
W8Jadvd7kB2gxW9Ud08F2fieFimAWkpO/u5cK65kxsc=,LS062245C,2,2025-08-01,1.51
yHQ4PacplUWqca16taACGlWs6Iw8QUwRYr1ioQ3CggY=,JE808884B,2,2025-08-01,3.63
DsRpBZZ0KwE0dhaTxVFWuMIErSTgm/AaWCLCp1/yoiY=,KE113434D,2,2025-08-01,30.69
VeLVEwupX3+0QtQBhJoxiaKToYkXowGsoRpBW2l/acI=,LX158285D,2,2025-08-01,54.03
xJCDU4rxIlkbGrBofTujVVc0yfI/8yPH697MwQasfyQ=,KZ609596D,2,2025-08-01,34.34
CqLOUjt0r5iCHEqj4sCTiJ5VTJoXb48KelG4sUnx1ho=,LE678230D,2,2025-08-01,10.68
CLaDnHa+gn3OTuMS8FG301XtF5dce3iNd7UvindZFwQ=,LK250918D,2,2025-08-01,30.68
hZOMT+gAOd7mgZf2nUSJ7bTwseE3+CxTXphM1M6ESH8=,MB038736A,2,2025-08-01,2.35
1d9in4kaX91+eDtjeEJbpbajjtYUI+zBU5g+Uj+YGXw=,BH105969D,2,2025-08-01,13.2
hZOMT+gAOd7mgZf2nUSJ7bTwseE3+CxTXphM1M6ESH8=,MB038736A,2,2025-08-01,41.87
VivQegK+lOmMdTIRHhl2+F5RymanfzPpQtkuTuLBGSU=,HW380007D,2,2025-08-01,38.64
9g8ys51hlblaUl4r2IeyHFZ3EKwQSbwPFHtz2WJaJFE=,KZ722029B,2,2025-08-01,49.7
9g8ys51hlblaUl4r2IeyHFZ3EKwQSbwPFHtz2WJaJFE=,KZ722029B,2,2025-08-01,3.13
1KWxpNdfxxbLLv1ZiQwmjsjzsZBOyH7gdGSPKgirPSg=,HK529044A,2,2025-08-01,6.53
1KWxpNdfxxbLLv1ZiQwmjsjzsZBOyH7gdGSPKgirPSg=,HK529044A,2,2025-08-01,34.92
1d9in4kaX91+eDtjeEJbpbajjtYUI+zBU5g+Uj+YGXw=,BH105969D,2,2025-08-01,17.5
vBYtoywVyrqmVMIEbrkUhS3VMr53Ki0/1dFubpiVBuM=,CR155119C,2,2025-08-01,38.36
2zeKlmhvVRCqAPdew4NioKeYZLtihEx6n6h6Ccb4Yk0=,LM563854B,2,2025-08-01,10.88
Y2n5tg6hBnWzGgldHn8JsEzs0GX6Pd9x+f74fIIuKQc=,MB867263A,2,2025-08-01,13.53
hZOMT+gAOd7mgZf2nUSJ7bTwseE3+CxTXphM1M6ESH8=,MB038736A,2,2025-08-01,20.45
F/kodt8ijRdiXXbvXwjFGVpARUC5mQyjP96E/vknBn8=,GX996033A,2,2025-08-01,48.1
Tl9jUJW0dtoxURN8k90x4bnBXXy2tIEXtRZ2LSe8bDM=,EN086274B,2,2025-08-01,22.87
VivQegK+lOmMdTIRHhl2+F5RymanfzPpQtkuTuLBGSU=,HW380007D,2,2025-08-01,3.33
E9U1qGykaq4gVOYt68xz/vTYN9qgt8pBHCy9TGOXcOc=,CT717532D,2,2025-08-01,24.91
JPtWn7+K8NtJjPWKHDJiJ9ZRtOCHx1vCGjn38d05fdg=,EZ801349B,2,2025-08-01,0.96
SLKbuo/9RpvIjZkqZdwXwA+vJDRm3yK0JerOZEkmgos=,AJ053332C,2,2025-08-01,7.61
VWFjHtCUIW7gDAXNnfRLW4jt4jezQ1b1JNwTBCuzk0w=,EH333561D,2,2025-08-01,8.95
F/kodt8ijRdiXXbvXwjFGVpARUC5mQyjP96E/vknBn8=,GX996033A,2,2025-08-01,5.9
1KWxpNdfxxbLLv1ZiQwmjsjzsZBOyH7gdGSPKgirPSg=,HK529044A,2,2025-08-01,34.55
9g8ys51hlblaUl4r2IeyHFZ3EKwQSbwPFHtz2WJaJFE=,KZ722029B,2,2025-08-01,9.86
F/kodt8ijRdiXXbvXwjFGVpARUC5mQyjP96E/vknBn8=,GX996033A,2,2025-08-01,0.38
UvkW/Y3Y1tpJAv1K8yVOJZjONFjhtTPLurAOoIB13yY=,JN413235D,2,2025-08-01,0.33
zfxaxSDwCdtaE9anck4oLXGjtzhzXjzd/8w68hXN4QY=,HM109659D,2,2025-08-01,3.82
nlOLNseWy6zAYUwTR95qfqtKKOBEM19/pCyksZnrMDI=,ML980704A,3,2025-08-01,6.36
fh3gCiXS65pRl4Wdze+BQnbW61tr6PHDyTJhlenY1cE=,NG022649A,3,2025-08-01,1.09
bHilkkjwTh3Su0HAxFyvTFdO/CRLFIadiKEiZITeiCA=,EB191227D,3,2025-08-01,29.28
bHilkkjwTh3Su0HAxFyvTFdO/CRLFIadiKEiZITeiCA=,EB191227D,3,2025-08-01,14.48
xJ5YtCVwHU2wWUbDo+Dj2DMY1raFee6zsHcomqskmt4=,GK423088D,3,2025-08-01,7.93
bHilkkjwTh3Su0HAxFyvTFdO/CRLFIadiKEiZITeiCA=,EB191227D,3,2025-08-01,57.9
EpfRNl993Dc+pjtxbsiml7/GWQzMAK0miqv0xAsDWxs=,AA000254B,5,2025-08-01,1.28
mA94nELBNCu9DVybnMvJwfkz27SwNeI9ta53xxFzc/U=,MT423959A,1,2025-08-01,3.99
zpvBWOF0FKOESbSkn5iXGxr4Kf5/y5xXRp5oprvpAr8=,CT620544B,1,2025-08-01,8.55
TBNURaHRGSCVHexFndE+0UpFtKuB7qw9/WCNFkTC3gE=,MK593792A,1,2025-08-01,7.27
oQ+lcoueuxj6Ms+oR2td0dPp4xdRlsJC9pM7gwFMU5Q=,GH437511D,1,2025-08-01,15.14
sbizfpvL31JXEGVkl1zselS3vR8IqF9kmhi5/hIIx+4=,CG877148D,2,2025-08-01,84.51
p94fr3EQYzA+v76+uNMlAfKMR+XWVYH8vDQdeAhPeYk=,AJ107987C,2,2025-08-01,0.09
C8KIpXrIZbVNeO4/2EMM+yJrHH+ZMmoKRLaI20fulfE=,GR296679A,2,2025-08-01,1.85
Wb/yMCOc2WjXC9u0/4jtwau5bAlbjSIIWnzJXlTD2Jk=,JX497616C,2,2025-08-01,20.48
iT1ZItf7sEjaSQzCnSHkc8N83T/u6Xb0lJzF/OazJak=,MY949039C,2,2025-08-01,0.48
iCQtdPsqHIxflIBiSpI+eVj8+5Jlv6QL/h1eNAnyimg=,JN056662A,2,2025-08-01,0.6
Pg11TgA9VNicuRRFItUSuF+Gmd0Bh4Yj30oWiOhRbvA=,LS611768A,2,2025-08-01,0.55
zSj+Ls2ae7S+ltnw76/hHj/PIm5wEKkwvkPkJATyg7Y=,CJ429866A,3,2025-08-01,17.21
gxASNr+GjsO24OzSOMKvzcriNzfFmOPD3MrswsUqFm0=,AY038081B,3,2025-08-01,21.97
/n2iGRi229UYPUqoodhNrkGmgZu7v3w3prcIQDGqYhE=,JY860563C,1,2025-08-01,14.46
XxtxSED+kVXrbCDeXzH3cOaUP5pFXiaMYh74wdXsczQ=,AS809480B,1,2025-08-01,0.64
5bq+h0bb2FfLbEkjzE9uGBs3AIVx4UN8URoDpWMCqJY=,BL643719A,1,2025-08-01,4.2
XxtxSED+kVXrbCDeXzH3cOaUP5pFXiaMYh74wdXsczQ=,AS809480B,1,2025-08-01,2.06
5OBoX1sfAWhlZXcw3yMlXL+QUDpf4Bx6z1izdebwdpM=,JZ582573C,1,2025-08-01,12.33
76m0qNHMPlLGFaCSsf4IbYuR+PU0IVGPvKeaS+9IXLg=,HT921414D,4,2025-08-01,33.63
Kft4jAclQszBorxilwj3eYhmrr0HczGO/ujO1+fNpGg=,MZ469943D,4,2025-08-01,4.03
e4fQroR2X6xVUK9k0WzxqNxy87vfQuDxC+lm4/GsUfc=,NG213287B,3,2025-08-01,80.34
LDEXcYwGBV1ogSFeOEcNKHTs9vbdXNEjGzhwWWCoksg=,JY927234D,1,2025-08-01,3.25
LDEXcYwGBV1ogSFeOEcNKHTs9vbdXNEjGzhwWWCoksg=,JY927234D,1,2025-08-01,6.1
N4g7CVDdxPemTdGAVJkTfYQpoYd5Jb+W9c71Pp869K0=,CM864841A,1,2025-08-01,2.06
qnI+V3POk2Xh5ZTfJK1C9nkvT8tY73fjm/AZEEBqMMI=,LT222386A,1,2025-08-01,9.58
Ixj4riJS5PMaTYcwai3khLvI/5rZ0f+Ne3UVV4MiUiM=,GK046865B,2,2025-08-01,0.49
eZyviysP0Ma44vuPka+AmLqADQ5QA4BMfvgS2cvJhig=,KM866546C,5,2025-08-01,0.41
hmkFqJU0W/Cpg/c/US0W1KpBvSC6miLh+JYv++T88hA=,KX164005C,5,2025-08-01,17.72
m+a99L+S7bdnijycDzV0UmXDeRxUC8cF42r8wD8wI2I=,HB157907D,3,2025-08-01,3.23
H5t4aqNl1lDu0XhP60j+VZ7JZUDk5SMABMyiU1SPYoQ=,CY804164A,3,2025-08-01,6.47
EtdEbNbMn+LbyVQlB2fwIGeNX6qbIFXh9JdUWHdMy68=,KH562625D,2,2025-08-01,1.76
rWA4RirLsVLBkAKwKhtRA1/MfBUMTvEqzh6htQGT+L4=,AK682007B,2,2025-08-01,7.19
GmF4c4rEv+xe8KQHyHr76tWocsXz3k6RwbBQT//Tq1s=,HG208140A,2,2025-08-01,34.26
jIgusxd5jwkqc/f3VJyxx7v9kTVNGfEAofuLtPAkOac=,JH542617A,2,2025-08-01,0.04
lHxOoJp7vrBqyHJJLNC2TI1cqHssR+swckeDY52KCkk=,BN660087C,4,2025-08-01,2.77
bhQn5pkqonaaBZbIg/w1hAt6vR6iESFejAc1O4Ltpxc=,EJ879400A,4,2025-08-01,2.66
bhQn5pkqonaaBZbIg/w1hAt6vR6iESFejAc1O4Ltpxc=,EJ879400A,4,2025-08-01,1.71
0dakbh38TImHvGtRFZ363iIPMMljHqoVY6JGnmkH9fc=,CE626778C,5,2025-08-01,0.42
+kFTvvnVE2+QLYxZpoem4hUIXymqTFi4jiZu7wAwGN4=,BW479273C,3,2025-08-01,2.76
RgneW58vQFj+VsE92qGo/cvK/hlJEmatDPIuFmzeybk=,KM365843D,3,2025-08-01,0.19
LYTGUqWCPZakCEqM/w2/b+tHjABYEkfyW2UsJPk8sfs=,CS806064D,4,2025-08-01,16.98
dQYs6s2okczZjCIKPYqpiBzU8KK8XVbWsrp0cEXXnrQ=,BT755481A,5,2025-08-01,3.13
vAFlAuBmFCqp5hpifuXwa6LkzL5BpU6qhCd282W4aLE=,BA594708A,5,2025-08-01,18.35
PS16VGaTZqY411CTVQVQyfIcwvrPSRblxYS/SgoLaCA=,HT765137D,1,2025-08-01,1.82
SEYBri/9W/sZymfXsCbnImWGgvrFy5xq1N19gVE4Jmo=,LB068314D,1,2025-08-01,14.41
o694x/ExfK7BmhW+nEfv88E8BTwmA+mAbDb/5B+QZaE=,LG295813D,1,2025-08-01,50.98
LtjqDBbZuL+ZJe2kUGVhuakWv3VchAHmr/SXqaiG3Rc=,BH983692A,1,2025-08-01,14.79
cWQ0yWhvmeRp+An8Jr2Resow1/FYWu3lSTtZp9aPbKk=,NC496475D,1,2025-08-01,161.35
9x5kM1QOxafVnZLagL1BB66fsl8nIZfCQjyVXFja5HA=,GM783291B,1,2025-08-01,17.46
gmSM7RpatZRApyZ6GtzIUWC0tTqhhDlEnlsCAPb9hUs=,BB681149B,1,2025-08-01,16.14
xAmvoWlHpt4p3DsrqHKl2xOK5aHuwvzYdUFi8yvWaUA=,LT143580A,1,2025-08-01,10.84
3aecz+FAFqJjOWDidAQDw+261fDLZNfkyiZG4+JjXZg=,HP909819A,1,2025-08-01,1.61
cWQ0yWhvmeRp+An8Jr2Resow1/FYWu3lSTtZp9aPbKk=,NC496475D,1,2025-08-01,9.34
OJj1SdJaTZGPtUs91a1rDGeaYUm5DXXz2Fgj+ftG8oQ=,AC145410C,1,2025-08-01,7.47
3aecz+FAFqJjOWDidAQDw+261fDLZNfkyiZG4+JjXZg=,HP909819A,1,2025-08-01,40.4
o694x/ExfK7BmhW+nEfv88E8BTwmA+mAbDb/5B+QZaE=,LG295813D,1,2025-08-01,9.4
f+krgQi1KQ4bhwhYPnD1oYCvTf1nPJIqRE2iWgb3xhc=,GC840854C,3,2025-08-01,0.2
7iIY5iC3H9aX8hMJfhWNyip2heqAL/54/DewGPbK+Cc=,NB987682C,5,2025-08-01,2.42
GjafJJnPO8Qc+4IBufI9tkNFqdxDWSjLwpax9oPT/Jw=,AA329606C,5,2025-08-01,3.3
7iIY5iC3H9aX8hMJfhWNyip2heqAL/54/DewGPbK+Cc=,NB987682C,5,2025-08-01,13.43
qzTeCiDWTpaWdoPRCQnN27urag379682yGhRbD7vGvQ=,LL119260B,5,2025-08-01,5.17
GjafJJnPO8Qc+4IBufI9tkNFqdxDWSjLwpax9oPT/Jw=,AA329606C,5,2025-08-01,0.01
A/DcYNl1TT8Vfww5Sm3mgbDAbOBa4a08lafoBjj9e7Q=,GA960501A,5,2025-08-01,2.13
SgOtjMxXJYk0yD9mYBVv0T5tYEdL71NynY2tWHf/lxw=,EJ474128D,5,2025-08-01,3.2
B59CdPgpip5SXoOwgSOQd0t1mWjp36DIdPTZ820etJ8=,GH819697B,5,2025-08-01,6.94
NcD3lfQtyLuM7ZaGF7Fc+X89q4tog2Di5jODkxJOfTs=,HM052957A,5,2025-08-01,2.96
L5adupn73ClQxZOCwp6UmBBKgPy8v8RDzknM9puldiI=,AN796739A,3,2025-08-01,13.06
L5adupn73ClQxZOCwp6UmBBKgPy8v8RDzknM9puldiI=,AN796739A,3,2025-08-01,8.12
nEr0kCyT5EP1MWFhHESTq1Qybz67a0zlfAa5pQhua0c=,AC507467A,5,2025-08-01,18.38
W1WSJgWAjXqvEzLAuWL97qsVdcku8t0rZYHIshQVwvQ=,BJ768315B,5,2025-08-01,7.57
Iqxwfc3ik4zA+O1mvWAHwac0NdB8fZIarG+cqgtfKEc=,HS726329C,5,2025-08-01,9.06
A/yZkWIvAQ25n5ZvT+CQec8Axu8Vr1gVasAj2Gl/N9I=,BY119089D,4,2025-08-01,12.64
ApS+ZOPhszLKJGrD5xPi9dAwoev87s5OHhTJPw5KLRg=,NG341702A,2,2025-08-01,5.77
kHrWNgckB9QfgR9yM29iE6k9SlPQzRXnpqHlGBIQ7sc=,JS899378B,2,2025-08-01,20.04
66uSQjLyweAko6fNRBsKadcfvKwUAH92fh+0/M7Lx5E=,MA198812A,4,2025-08-01,5.62
Ow8sUOyTddOP/uMNFecXIyeFfT70NrYJUoGBrz9Vp50=,AG176590B,4,2025-08-01,2.38
NHGlN2FB95SAtPlZa0I5b6C/Op5Y/NNK9vBXnjAtwoc=,JW874101B,3,2025-08-01,16.96
h3DHfJptpJ47NTwklWwmFN7h042jRmmISQjK0+NbpYg=,JR165834A,3,2025-08-01,34.35
tWq9hNYJIzdjQojVLjQ06PCMx1vfWbccORhp6a1rpGw=,KM531001A,3,2025-08-01,18.61
ZMBUFOb3VPUPqSHGiMlyfo1i1qx6xEA68Tj9syFeIEo=,JJ374308A,1,2025-08-01,21.57
uZRktDtMIWgZ1b9XrjyDqs2tS5X0OgMszVb/Da8INdQ=,MA387592D,1,2025-08-01,32.38
H6I43yr223HHOmkYAGuTtal0MCn9OiwWYezrYhr8nwE=,KC035942C,1,2025-08-01,12.73
F/di4jgCNmvKFuuqII9X+QM7xORZrkkaGxbfwNDT+NU=,MB762694C,2,2025-08-01,2.71
F/di4jgCNmvKFuuqII9X+QM7xORZrkkaGxbfwNDT+NU=,MB762694C,2,2025-08-01,2.25
kjEuNmVVJBaOgYmGkSDZ0YKWAFnJ20+1OaJ1+/aVrHI=,HS387902A,2,2025-08-01,2.82
9makcV0U+n2b9FA6+zDeFWIcqMBjj7OLwwXXjqK0RJE=,CC074801A,2,2025-08-01,14.95
Y7v2d0X2w1KZMimgInNrGk4Q4SoiXV7VjWWSRKx1G8Y=,CB678302C,2,2025-08-01,1.7
s4FGaZNLzmix7BvPKJfIpqI/QLXLfx2GxKvtF3rSrYk=,AE353502D,1,2025-08-01,34.0
reAjTVaTGCuZLzMBXMgUz93RFH7+14wL2h7xyOoP6f0=,NB942598B,1,2025-08-01,4.52
wYJcV0QIB3n3ZVSVgYZa6q5RngfSFLBbw5SBpsRix8M=,HT172089B,1,2025-08-01,13.83
wYJcV0QIB3n3ZVSVgYZa6q5RngfSFLBbw5SBpsRix8M=,HT172089B,1,2025-08-01,0.14
mGGzlOlO3HQoJT+uyIzkxhtKv6xODuKCIFgbY4Oy+gw=,BA032566C,1,2025-08-01,0.37
af0/rYnH5LlEijymrraLd4mSrl/oVrl8CTS8LIC1Ds4=,ES644424B,1,2025-08-01,6.16
aD5CpGj6bZc5t5HC5dhPdXtthH+7yugvHAViTDwWyb8=,AX467101A,1,2025-08-01,5.6
aD5CpGj6bZc5t5HC5dhPdXtthH+7yugvHAViTDwWyb8=,AX467101A,1,2025-08-01,2.77
mGGzlOlO3HQoJT+uyIzkxhtKv6xODuKCIFgbY4Oy+gw=,BA032566C,1,2025-08-01,6.89
g2yIJLmOdm12ZEaX10QYE3G3scyu4am2UEH7cR9tZqY=,EB870411C,1,2025-08-01,3.86
RtSMoo1Xj+g1CEkE0LYwAvqZszbKpABsK6jAw+BJcDs=,EG532537C,1,2025-08-01,10.93
Ta2qh7YXjgEYSgMBOTw2xwha+gt93TAmc7Za5cwaSf4=,LE654130B,1,2025-08-01,0.72
fUp3sMg39w4oa4V5BovEYkxQkwBfctQK0OdMJ13NuSI=,EA166376C,5,2025-08-01,31.53
u9KnKYDajtK8DEYH+KzXauztyjEQscqXZ17w4a4Iyao=,KX249172D,5,2025-08-01,0.5
fjSO7CaBwwH7V5UofKi1JpB5mC4slZ9qgA47YRG9beQ=,CW685750D,5,2025-08-01,5.57
fUp3sMg39w4oa4V5BovEYkxQkwBfctQK0OdMJ13NuSI=,EA166376C,5,2025-08-01,2.92
FvSgdd2PXUPGwz+sTxhypZlHQAObvq83+JiiD9N2vp8=,CS139306B,5,2025-08-01,18.42
IMRb7N/L2xDsXfzFYEmIwh6QGX61IBCnI4paF9E3+5M=,EN105133A,5,2025-08-01,32.79
Z0Wue8EZRxpDjskFZQR/MNiKhQ7ojn/nZoOxPfByNS8=,NA070610A,5,2025-08-01,10.03
7pBBaMDY+nxvI8vRMc9I4Kca4o1XnnQjB9PTW022sQU=,LG638917D,5,2025-08-01,0.68
fUp3sMg39w4oa4V5BovEYkxQkwBfctQK0OdMJ13NuSI=,EA166376C,5,2025-08-01,6.93
NX8MW0k+rPfp27K1/13PnEVfycB8GK3vkpadgFfs1TM=,AL026117C,3,2025-08-01,4.11
NX8MW0k+rPfp27K1/13PnEVfycB8GK3vkpadgFfs1TM=,AL026117C,3,2025-08-01,27.62
3GAGNtllG+Y14FkFURkKF9cCL4kcgVEopPWxVMhJnGU=,HN114532D,1,2025-08-01,22.21
y2fIwDN66zmlB6XRk883Mjif9viaI14ySj9XvyKkRs4=,MG672014A,1,2025-08-01,1.97
y2fIwDN66zmlB6XRk883Mjif9viaI14ySj9XvyKkRs4=,MG672014A,1,2025-08-01,14.91
